prompt,prompt_len,target
Fukushima Keeps Fighting Radioactive Tide 5 Years After Disaster.,65,False
"Parole for Killer of Chris Hani, Apartheid Opponent, Elicits an Outcry.",71,False
Smugglers Prey on Migrants Desperate to Find Back Doors to Europe.,66,False
"As India Collaborates With Japan on Islands, It Looks to Check China.",69,False
China Wrestles With Draft Law on Nongovernmental Organizations.,63,False
Poland’s Government Is Accused of Violating Separation of Powers.,65,False
"In South Sudan, City of Hope Is Now City of Fear.",49,False
China’s Censors Denounced in Online Attack.,43,False
"After Rockets Fired From Gaza, Israelis Strike Hamas Bases.",59,False
"To Maintain Supply of Sex Slaves, ISIS Pushes Birth Control.",60,False
Official Admits He Gave Misleading Account of Chinese Miners’ Plight.,69,False
16 Killed in Terrorist Attack on Resort Hotels in Ivory Coast.,62,False
"With Hamas Watching, Singer Creates a (Modest) Sensation.",57,False
Baby’s Killing Tests India’s Protection of an Aboriginal Culture.,65,False
Quiet Support for Saudis Entangles U.S. in Yemen.,49,False
"Labor Protests Multiply in China as Economy Slows, Worrying Leaders.",68,False
"Putin Orders Start of Syria Withdrawal, Saying Goals Are Achieved.",66,False
Syrian Asylum Seeker Linked to Mass Killing Is Arrested in Sweden.,66,False
"Defying E.U., Hundreds of Migrants Enter Macedonia From Greece.",63,False
German State Elections Point to Vulnerability for Angela Merkel.,64,False
Al Qaeda’s Branch in Africa Makes a Lethal Comeback.,52,False
Putin’s Syria Tactics Keep Him at the Fore and Leave Everyone Else Guessing.,76,False
A Canadian Province’s Rocky Symbol Collapses Into Rubble.,57,False
"With Sri Srinivasan, Indian Town Prays for a ‘Son’ on Supreme Court.",68,False
Belgium Says Algerian Killed in Raid May Have Had Links to Radical Islam.,73,False
"Ex-President ‘Lula’ Joins Brazil’s Cabinet, Gaining Legal Shield.",65,False
"Gerry Adams, Sinn Fein Leader, Skips White House Visit Over Security.",69,False
Poland’s Tatars Feel Uncertain as Anti-Muslim Sentiment Grows.,62,False
A ‘High Degree of Miserable’ in a Refugee-Swollen Greece.,57,False
U.S. Student Runs Afoul of North Korea’s Devotion to Slogans.,61,False
Tempers Flare in Brazil Over Intercepts of Calls by Ex-President ‘Lula’.,72,False
Obama to Unseal Files on Argentina’s ‘Dirty War’.,49,False
Morocco Orders U.N. to Cut Staff in Disputed Western Sahara Territory.,70,False
"With ‘Smog Jog’ Through Beijing, Zuckerberg Stirs Debate on Air Pollution.",74,False
"Lion Escapes Kenyan National Park Again, Injuring Man.",54,False
"Ex-Professor Upsets Ukraine Politics, and Russia Peace Accord.",62,False
"Salah Abdeslam, Suspect in Paris Attacks, Is Captured in Brussels.",66,False
European Union Reaches Deal With Turkey to Return New Asylum Seekers.,69,False
"In a Rebel Camp in Colombia, Marx and Free Love Reign.",54,False
Chefs’ Camaraderie Lifts Basque Cuisine.,40,False
A View of ISIS’s Evolution in New Details of Paris Attacks.,59,False
"As Obama Arrives, Cuba Tightens Grip on Dissent.",48,False
Tensions Rise in David Cameron’s Government Over E.U. Vote.,59,False
Greece Struggles to Enforce Migrant Accord on First Day.,56,False
U.S. Casts Wary Eye on Australian Port Leased by Chinese.,57,False
Russian Town Says Bleak Film Depiction Went Heavy on the Vodka.,63,False
Cuba Meeting Between Obama and Castro Exposes Old Grievances.,61,False
"19 Yemeni Jews Arrive in Israel, Ending Secret Rescue Operation.",64,False
"Deal Appears to Curb Migrant Flow, but Greece Still Faces ‘Uphill Effort’.",74,False
Strikes Claimed by ISIS Shut Brussels and Shake European Security.,66,False
Chinese Demand for Ivory Alternative Threatens Rare Hornbill Bird.,66,False
Brussels Attacks Underscore Vulnerability of an Open European Society.,70,False
A Spymaster Who Saw Cyberattacks as Israel’s Best Weapon Against Iran.,70,True
Cuban Dissidents Praise ‘Closeness and Trust’ After Meeting With Obama.,71,False
Brothers Among 3 Brussels Suicide Attackers; Another Assailant Is Sought.,73,False
Obama Declares a New Partnership After Talks With Argentine Leader.,67,False
Family Sees TV Talent Scout Where Israeli Authorities See Jihadist Spy.,71,False
"As Siblings Again Unite to Unleash Terror, Experts Ask What Drives Them.",72,False
Brussels Attack Lapses Acknowledged by Belgian Officials.,57,False
U.S. Indicts 7 Iranians in Cyberattacks on Banks and a Dam.,59,True
"Dilma Rousseff, President of Brazil, Resists Calls for Her Resignation.",71,False
Egypt Implicates 4 Men Killed by Police in Death of Italian Student.,68,False
Philippines Releases Ship Linked to North Korea.,48,False
Hong Kong Bookseller Is Said to Return to Chinese Mainland.,59,False
"Ebola, Ruthless to Families, Leaves Liberian Man Alive and Alone.",65,False
China Said to Detain Several Over Letter Criticizing Xi.,56,False
"A Top ISIS Leader Is Killed in an Airstrike, the Pentagon Says.",63,False
Belgium Fears Nuclear Plants Are Vulnerable.,44,False
North Korean Propaganda Video Depicts Nuclear Strike on Washington.,67,False
"In Brussels Bombing Plot, a Trail of Dots Not Connected.",56,False
Syrian Troops Said to Recapture Historic Palmyra From ISIS.,59,False
"Blast at a Crowded Park in Lahore, Pakistan, Kills Dozens.",58,False
An Ancient Caravan Town in China Is Reborn.,43,False
Sprawling Mural Pays Homage to Cairo’s Garbage Collectors.,58,False
"‘Lula,’ Ex-President of Brazil, Lashes Out at Judge Overseeing Corruption Inquiry.",82,False
How ISIS Built the Machinery of Terror Under Europe’s Gaze.,59,False
No One Hurt as EgyptAir Flight Is Forced to Cyprus in a Hijacking From the Heart.,81,False
Russia Shows What Happens When Terrorists’ Families Are Targeted.,65,False
Obama Faces a Tough Balancing Act Over South China Sea.,55,False
Montenegro Expels Foreigners Linked With Japanese Cult.,55,False
"Ukraine Ousts Viktor Shokin, Top Prosecutor, and Political Stability Hangs in the Balance.",90,False
Anonymous Call for Xi to Quit Rattles Party Leaders in China.,61,False
"Patrolling Disputed Waters, U.S. and China Jockey for Dominance.",64,False
François Hollande Cancels Plan to Strip French Citizenship in Terrorism Cases.,78,False
Israel Polarized Over Soldier Who Killed Wounded Palestinian.,61,False
"A Hole in North Korean Sanctions Big Enough for Coal, Oil and Used Pianos.",74,False
"ISIS Turns Saudis Against the Kingdom, and Families Against Their Own.",70,False
U.N. Peacekeeping Hit by New Allegations of ‘Sickening’ Sex Abuse.,66,False
"No April Fooling Please, We’re Chinese.",39,False
Construction Firm Accused in India Overpass Collapse.,53,False
Saudis Moving to Reduce Dependence on Oil Money.,48,False
Obama Rebukes Donald Trump’s Comments on Nuclear Weapons.,57,False
Jacob Zuma Says He’ll Repay South Africa for Home Improvements.,63,False
Somali Militant Leader Believed Killed in Drone Strike.,55,False
"A Yoga Master, the King of ‘Baba Cool,’ Stretches Out an Empire.",64,False
Guatemalan Women’s Claims Put Focus on Canadian Firms’ Conduct Abroad.,70,False
"Azerbaijan Claims to Halt Violence in Nagorno-Karabakh, but Warns Armenia.",74,False
Israel Expands Palestinian Fishing Zone Off Gaza’s Coast.,57,False
Insider’s Account of How Graft Fed Brazil’s Political Crisis.,61,False
Overpass Project in Kolkata ‘Made Our Lives Hell’ for Years Before Collapse.,76,False
"Lost in Nicaragua, a Chinese Tycoon’s Canal Project.",52,False
Panama Law Firm’s Leaked Files Detail Offshore Accounts Tied to World Leaders.,78,False
A Jewel in Syria Where ‘Ruins Have Been Ruined’ by ISIS.,56,False
Indonesia’s Orangutans Suffer as Fires Rage and Businesses Grow.,64,False
Iceland’s Prime Minister Steps Down Amid Panama Papers Scandal.,63,False
"Wary of Outside Influence, India Limits Foreign Involvement in Health System.",77,False
"As an Investor, Osama bin Laden Was Bullish on Gold.",52,False
"Italians, Helped by an App, Translate the Talmud.",49,False
"Conjoined Twins, a Trip to Saudi Arabia and a Risky Operation.",62,False
Dutch Referendum Rejects Trade Deal Between E.U. and Ukraine.,61,False
Panama Papers Leak Casts Light on a Law Firm Founded on Secrecy.,64,False
"As Graft Cases in Chile Multiply, a ‘Gag Law’ Angers Journalists.",65,False
"Path to Greece Closed, Economy of Smugglers and Others Suffers in Turkey.",73,False
Boko Haram Turns Female Captives Into Terrorists.,49,False
"Myanmar to Free Political Prisoners, Daw Aung San Suu Kyi Says.",63,False
Roma Poisoned at U.N. Camps in Kosovo May Get Apology and Compensation.,71,False
Radicalization of a Promising Student Turned Bomb Maker in Brussels.,68,False
Francis’ Message Calls on Church to Be Inclusive.,49,False
"‘Calling Sweden. You Will Soon Be Connected to a Random Swede, Somewhere in Sweden’.",84,False
"In Cambodia, the Ghosts Prefer Dollars.",39,False
"China Blocks Economist and Time Websites, Apparently Over Xi Jinping Articles.",78,False
"John Kerry Makes Sudden Trip to Iraq, Affirming U.S. Aid in ISIS Fight.",71,False
More Suspects in Brussels Attacks Arrested in Belgium.,54,False
Climate-Related Death of Coral Around World Alarms Scientists.,62,False
Fireworks Disaster at Kerala Temple Kills 106 in South India.,61,False
Revelation on Brussels Attackers Fuels Fears of New Assaults.,61,False
"Powerful Earthquake Strikes Pakistan, India and Afghanistan.",60,False
"Arseniy Yatsenyuk, Ukraine’s Premier, Quits Amid Splits in Post-Revolution Alliance.",84,False
"Gridlocked Jakarta Becomes Even Worse, at Least for a Week.",59,False
David Cameron Releases Tax Data After Panama Papers Uproar.,59,False
A Brussels Mentor Who Taught ‘Gangster Islam’ to the Young and Angry.,69,False
"Rural Water, Not City Smog, May Be China’s Pollution Nightmare.",63,False
Marine’s Death in a Secret Iraqi Base Reflects a Quietly Expanding U.S. Role.,77,False
David Cameron Clashes With Rivals Over Tax Havens and His Wealth.,65,False
Chinese Scions’ Song: My Daddy’s Rich and My Lamborghini’s Good-Looking.,72,False
Taiwan Accuses Kenya of Illegal Deportations as More Are Sent to China.,71,False
"Climate Change Hits Hard in Zambia, an African Success Story.",61,False
Shabab and East African Front Militants Compete for Notoriety.,62,False
Venezuela’s Court Deals Another Blow to Opposition Lawmakers.,61,False
ISIS Expands Reach Despite Military and Financial Setbacks.,59,False
"50 Years in a Cab: A Long, Winding Trip for One Driver, and His City.",69,False
Party of South Korea’s President Loses Majority in Parliament.,62,False
"In West Bank, Israel Imposes Pop-Up Checkpoints and Road Closings.",66,False
Justin Trudeau Seeks to Legalize Assisted Suicide in Canada.,60,False
"After Europe and Turkey Strike a Deal, Fears Grow That Migrants Will Turn to Italy.",83,False
Dilma Rousseff Targeted in Brazil by Lawmakers Facing Scandals of Their Own.,76,False
"Spanish Castle’s Restoration, Called ‘Disaster’ by Some, Wins Prize.",68,False
"Russian Forces Remain Heavily Involved in Syria, Despite Appearances.",69,False
Egyptians Denounce President Sisi in Biggest Rally in 2 Years.,62,False
Fight to Impeach Brazil’s Leader Tears at Fabric of Daily Life.,63,False
Saudi Arabia Warns of Economic Fallout if Congress Passes 9/11 Bill.,68,False
Pope Francis Takes 12 Refugees Back to Vatican After Trip to Greece.,68,False
German Comic Who Lampooned Erdogan to Extend Break From TV Show.,64,False
Scenes of Ruin After Ecuador Earthquake Kills Hundreds.,55,False
"Israel Will Never Give Golan Heights to Syria, Netanyahu Vows.",62,False
Brazil’s Lower House of Congress Votes for Impeachment of Dilma Rousseff.,73,False
Civilian Casualties in Afghan War Are Unabated in 2016.,55,False
Deadly Attacks in Ethiopia Leave Victims Wondering Why.,55,False
"Found Alive, Soldiers Are Told: You Owe Us for Burials.",55,False
An Old Alliance Faces New Pressures as Obama Heads to Saudi Arabia.,67,False
"Amid Ethnic Conflict in Nagorno-Karabakh, an Oasis Thrives.",59,False
Earthquake Leaves a Trail of Destruction in Ecuador.,52,False
Obama to Visit a Saudi Arabia Deep in Turmoil.,46,False
"Vote to Impeach Rousseff Prompted Cheers, But Won’t End Turmoil in Brazil.",74,False
Vehicle in Convoy of U.S. Ambassador to U.N. Kills Boy in Cameroon.,67,False
Front-End Loaders in China Wage Heavy-Duty Combat Over Building Projects.,73,False
"Latvia Wants to Ban Face Veils, for All 3 Women Who Wear Them.",62,False
"In Farewell, Fidel Castro Urges Party to Fulfill His Vision.",60,False
Senator Says He May Back Bill Exposing Saudis to 9/11 Lawsuits.,63,False
15 Ambulances and Hundreds of Victims: Kabul Attack Gives Service Grim Test.,76,False
India Says It Wants One of the Crown Jewels Back From Britain.,62,False
A Busy Queen Elizabeth II Pencils In a 90th Birthday.,53,False
"Russia Bolsters Its Submarine Fleet, and Tensions With U.S. Rise.",65,False
Vancouver Prescriptions for Addicts Gain Attention as Heroin and Opioid Use Rises.,82,False
"In Spain, Catching Up With Cervantes.",37,False
"Virgin Mary Statue, Intact Among Ecuador’s Quake Ruins, Becomes a Beacon of Hope.",81,False
"6 Pakistani Army Officers, Linked to Corruption, Are Dismissed.",63,False
Europe Says U.S. Regulations Keeping It From Trade With Iran.,61,True
"Mike Duffy, a Canadian Senator, Is Cleared of 31 Corruption Charges.",68,False
Investigators Say Mexico Has Thwarted Efforts to Solve Students’ Disappearance.,79,False
"Women Who Fled Boko Haram Tell of Devastation and, Rarely, Hope.",64,False
U.S. Cyberattacks Target ISIS in a New Line of Combat.,54,False
Turkey’s Crackdown on Critics of Erdogan Snares Dutch Journalist.,65,False
Chinese Modernization Comes to an Isolated People.,50,False
Austrian Presidential Vote Gives Edge to Right-Wing Candidate.,62,False
"Missing Mexican Students Suffered a Night of ‘Terror,’ Investigators Say.",73,False
Inquiry Challenges Mexico’s Account of How 43 Students Vanished.,64,False
"Yemeni Troops, Backed by United Arab Emirates, Take City From Al Qaeda.",71,False
Serbia’s Ruling Pro-European Party Appears Headed for a Win.,60,False
"In Effort to Defeat ISIS, U.S. and Iran Impede One Another.",59,True
Saudi Prince Shares Plan to Cut Oil Dependency and Energize the Economy.,72,False
Ex-Presidents of Poland Issue a Rebuke to the Governing Party.,62,False
Egypt’s Security Agents Smother Streets of Cairo to Prevent Protests.,69,False
Bangladesh Gay Rights Activist Is Hacked to Death.,50,False
"Few Expect Mexico’s Government to Suffer at Polls, Despite Outrage Over Abductions.",83,False
A Roman Legion of Volunteers Retakes the Tiber.,47,False
Iranian Court Sentences 4 Journalists to Long Prison Terms.,59,True
Church of England Calls on God to Help ‘Brexit’ Voters.,55,False
A Former Girl Soldier in Colombia Finds ‘Life Is Hard’ as a Civilian.,69,False
Last Holdouts Struggle to Stop the Destruction of a Belgian Village.,68,False
"Flooded With Migrants, Germany Struggles to Integrate Them.",59,False
Angela Merkel Abruptly Fires Germany’s Spy Chief.,49,False
"Clampdown in China Restricts 7,000 Foreign Organizations.",57,False
"North Korean Missile Test Fails, South Says, Bringing String of Crashes to 3.",77,False
"In Rome, Cheap Public Housing Hid for Years in Plain Sight.",59,False
"With Errant Twitter Post, Ed Balls, a British Politician, Spawned a Holiday.",76,False
Iran Hints at Retaliation Over U.S. Use of Seized Assets.,57,True
Refugee Held on Nauru Dies After Self-Immolation to Protest Australian Policy.,78,False
Debt Collectors Adopt Mob Tactics as Russians Struggle to Pay Bills.,68,False
"Forging a Path for Women, Deep Into India’s Sacred Shrines.",59,False
Pentagon Details Chain of Errors in Strike on Afghan Hospital.,62,False
Joe Biden Speaks About Faith and Curing Cancer at the Vatican.,62,False
Surge in Palestinian Youths in Prison Tests Israel’s Justice System.,68,False
China Blocks U.S. Navy Flotilla’s Visit to Hong Kong.,53,False
"Partial Truce Said to Be Restored in Syria, but Not Yet in Aleppo.",66,False
Former Auschwitz Guard Apologizes at Trial in Germany.,54,False
"On the Ground in Aleppo: Bloodshed, Misery and Hope.",52,False
"Dilma Rousseff, Facing Impeachment in Brazil, Has Alienated Many Allies.",72,False
Iraq Protesters Leave Baghdad Green Zone on Cleric’s Order.,59,False
Thai Officials Battle Buddhist Monks Over Tigers’ Fate.,55,False
"In China’s Northeast, a Daily Jostle for Jobs Produces Mostly Despair.",70,False
"Honduras Arrests 4 Men in Killing of Berta Cáceres, Indigenous Activist.",72,False
"On Streets of Syria’s Capital, Even the Sweet Is Sour.",54,False
U.N. Security Council Condemns Attacks on Health Workers in War Zones.,70,False
"Fort McMurray Blaze, Fast and Unpredictable, Keeps Firefighters at a Distance.",78,False
Kim Jong-un Seeks to Cement Power at First North Korean Congress in 36 Years.,77,False
Soft Power: Beijing Puts On a Show on Disputed South China Sea Island.,70,False
Brazilian Lawmaker Behind Rousseff Impeachment Is Told to Step Down.,68,False
U.S. Embassy in Afghanistan Warns Americans After Kidnapping Attempt.,69,False
Home of Congo Presidential Challenger Is Surrounded by Police.,62,False
"In Syria, Russia Plays Bach Where ISIS Executed 25.",51,False
"Sadiq Khan Elected in London, Becoming Its First Muslim Mayor.",62,False
"Death Sentences in India Usually End in Question Marks, Study Finds.",68,False
Panama Papers Source Offers to Aid Inquiries if Exempt From Punishment.,71,False
"As North Korea’s Nuclear Program Advances, U.S. Strategy Is Tested.",67,False
"After North Korea Trip, Nobel Laureates Describe Students Eager to Learn.",73,False
Syrian Family in Sweden Feels Tug of Ailing Sibling Left Behind.,64,False
Saudi King Shakes Up Government as Economic Plan Moves Forward.,63,False
"Haqqanis Steering Deadlier Taliban in Afghanistan, Officials Say.",65,False
"Seeing President Mugabe’s Frailty, Zimbabwe Braces for Turmoil.",63,False
North Korea Claims Its Nuclear Arsenal Is Just a ‘Deterrent’.,61,False
Australian Leader Calls for National Elections in July.,55,False
A Slice of the Confederacy in the Interior of Brazil.,53,False
Fort McMurray Fire Begins to Ease as Weather Cools.,51,False
Obama Weighs Visiting Hiroshima or Nagasaki.,44,False
"Close Encounters With Jets Show Russia’s Anger at NATO Buildup, U.S. Says.",74,False
"U.S. Role in Afghanistan Turns to Combat Again, With a Tragic Error.",68,False
"Fort McMurray, a Canadian Oil Boom Town, Is Left in Ashes.",58,False
"Austrian Chancellor, Werner Faymann, Resigns as Right Wing Rises.",65,False
Anger Overflows in Nigeria as Economy Dives.,44,False
BBC Faces Turning Point in Mission as Pressures Bear Down.,58,False
Brazil Reels Again as Impeachment Vote Is Declared Invalid.,59,False
"U.S. Sails Warship Near Island in South China Sea, Challenging Chinese Claims.",78,False
"As War Strangles Yemen, Many Fear the Grip Will Never Break.",60,False
Beirut Upstarts Gain Traction in Lebanon’s Political Quagmire.,62,False
Rodrigo Duterte’s Many Sides: Brash and Crude or Tough and Shrewd.,66,False
Court Papers Reveal Qaeda Operative’s Work as Trainer and Bomb Expert.,70,False
Romania Takes Step Toward Restitution to Holocaust Survivors.,61,False
Obama’s Visit Raises Ghosts of Hiroshima.,41,False
Queen Elizabeth II Says Chinese Officials Were ‘Very Rude’ on State Visit.,74,False
"In Paris Suburbs, Adopting a Dreaded School Test as a Tool of Integration.",74,False
Congo Lurches Toward a New Crisis as Leader Tries to Crush a Rival.,67,False
Lack of Plan for ISIS Detainees Raises Human Rights Concerns.,61,False
David Cameron Leads a Call to Thwart Financial Corruption.,58,False
"For Chinese Police Officers, Light Duty on Tourist Patrol in Italy.",67,False
Personal Data of Prominent Chinese Posted on Twitter.,53,False
Britain Plans to Tighten Oversight of the BBC in New Charter.,61,False
"German Lawmaker Reads Poem on Erdogan, to Show Just How Vulgar It Is.",69,False
"New President of Brazil, Michel Temer, Signals More Conservative Shift.",71,False
London’s Cats Are Falling Victim to a Two-Legged Predator.,58,False
"The House Lights, if Not the Stars, Shine Bright at Gaza’s Film Festival.",73,False
"Cristina Fernández de Kirchner, Ex-Argentine President, Indicted on Financial Charge.",85,False
Brazil’s Graft-Prone Congress: A Circus That Even Has a Clown.,62,False
Hezbollah Says Military Leader Died in Artillery Attack.,56,False
"50 Years After the Cultural Revolution, a Son Awaits Answers on His Father’s Death.",83,False
"The Vaquita, the World’s Smallest Porpoise, Slips Closer to Extinction.",71,False
Dying Infants and No Medicine: Inside Venezuela’s Failing Hospitals.,68,False
"Al Qaeda Turns to Syria, With a Plan to Challenge ISIS.",55,False
"Long Emphasis on Terror May Hurt U.S. in Conventional War, Army Chief Says.",75,False
‘Brexit’ Vote Worries European Up-and-Comers Lured to Britain.,62,False
Ukraine’s Eurovision Win Rouses a Chorus of Anger and Suspicion in Russia.,74,False
"The Strange, Unending Limbo of Egypt’s Hosni Mubarak.",53,False
Chinese Newspaper Breaks Silence on Cultural Revolution.,56,False
Legacy of a Secret Pact Haunts Efforts to End War in Syria.,59,False
"In Finland, a Postal Worker Will Mow Your Lawn.",47,False
Taj Mahal Under Attack by Bugs and Their Green Slime.,53,False
Mexican President Moves to Legalize Gay Marriage Nationwide.,60,False
From Dog Farms in South Korea to New Lives as Pets Abroad.,58,False
"A British Town Weighs Its Officials’ Merits, With Scales.",57,False
Floods and Landslides in Sri Lanka Leave Dozens Dead.,53,False
"Victims of Boko Haram, and Now Shunned by Their Communities.",60,False
"U.S. Returns a Stolen Christopher Columbus Letter, but Mystery Remains.",71,False
EgyptAir Flight Believed to Have Crashed at Sea; Egypt Cites Possible Terrorism.,80,False
Chinese Official Condemns Calls for Greater Autonomy in Hong Kong.,66,False
"Prosperous Mexican Farms Suck Up Water, Leaving Villages High and Dry.",70,False
Erdogan Loyalist Is Nominated to Be Turkey’s Prime Minister.,60,False
NATO Invites Montenegro to Join Alliance.,41,False
Benigno Aquino Says U.S. Must Act if China Moves on Reef in South China Sea.,76,False
"Another Chibok Schoolgirl Kidnapped by Boko Haram Is Found, Nigeria Says.",73,False
EgyptAir Crash Blindsides a Nation That Thought It Was Recovering.,66,False
"Moshe Yaalon, Israeli Defense Minister, Resigns.",48,False
Data Points to Rapid Loss of Control Aboard EgyptAir Jet.,57,False
Tycoon on the Run Hopes Russia’s Reach Stops at the French Riviera’s Edge.,74,False
Iraqi Protesters Clash With Troops in Baghdad’s Green Zone.,59,False
"As Hamas Tunnels Back Into Israel, Palestinians Are Afraid, Too.",64,False
How Kosovo Was Turned Into Fertile Ground for ISIS.,51,False
"Taliban Chief Targeted by Drone Strike in Pakistan, Signaling a U.S. Shift.",75,False
Mexico Prepares to Counter ‘the Trump Emergency’.,49,False
"Party in Turkey Elects Binali Yildirim, Erdogan Ally, as Prime Minister.",72,False
"In Austrian Election, Far-Right Candidate Is Deadlocked With Rival.",67,False
Egypt Sends Submersible in Search for EgyptAir Jet’s Black Boxes.,65,False
Entrusted to Save Brazil: The Party That Ruined Rio.,52,False
Political Light Installation on Hong Kong Skyscraper Is Pulled.,63,False
"A Window Into the West Bank’s ‘Wildest, Most Violent’ Areas.",60,False
Austrian Far-Right Candidate Norbert Hofer Narrowly Loses Presidential Vote.,76,False
Angelina Jolie Will Be Visiting Professor at London School of Economics.,72,False
Tunisian Islamic Party Re-elects Moderate Leader.,49,False
U.S. Strike on Taliban Leader Is Seen as a Message to Pakistan.,63,False
Greece Begins Moving Refugees Out of Idomeni Camp.,50,False
"As Obama Presses Vietnam on Rights, Activists Are Barred From Meeting.",70,False
"Dozens of Women Vanish on Canada’s Highway of Tears, and Most Cases Are Unsolved.",81,False
"Shaken, Taliban Begin Effort to Replace Dead Leader, Mullah Mansour.",68,False
Taliban Name Lesser-Known Cleric as Their New Leader.,53,False
Netanyahu Names Avigdor Lieberman Israeli Defense Minister as Party Joins Coalition.,84,False
"In Obama’s Visit to Hiroshima, a Complex Calculus of Asian Politics.",68,False
Afghan Lovers Begin an Asylum Odyssey in New York.,50,False
Mexican Military Runs Up Body Count in Drug War.,48,False
The Persian Rug May Not Be Long for This World.,47,False
Japan’s Leader Has Little Use for Hiroshima’s Lessons of Pacifism.,66,False
U.S. Commandos Work With Syrian Fighters in Push Toward ISIS Stronghold.,72,False
"At Hiroshima Memorial, Obama Says Nuclear Arms Require ‘Moral Revolution’.",74,False
Iranian Students Lashed 99 Times Over Coed Party.,49,True
How One Berliner Battles Hate: With Conscience and a Sharp Scraper.,67,False
"Australia, Fearing Fewer Tourists, Has Chapter Taken Out of Climate Report.",75,False
"French Unions Clamor for Workers’ Rights, and Relevance.",56,False
"Venezuela Drifts Into New Territory: Hunger, Blackouts and Government Shutdown.",79,False
Rise of Donald Trump Tracks Growing Debate Over Global Fascism.,63,False
"A Mission to Bring STEM Skills, and Robots, to Children in West Africa.",71,False
Debate Over Role of ‘People’s Army’ in Israel Reflects Wider Fissures.,70,False
"Three Days, 700 Deaths on Mediterranean as Migrant Crisis Flares.",65,False
On Offer in China: ‘Fried Swarm’ and Other Tasty Translations.,62,False
Effort to Expose Russia’s ‘Troll Army’ Draws Vicious Retaliation.,65,False
"Beijing’s Electric Bikes, the Wheels of E-Commerce, Face Traffic Backlash.",74,False
"Sadiq Khan, London’s New Mayor, and David Cameron Find Common Cause Fighting Brexit.",84,False
"Iran Lawmakers Re-elect Their Conservative Speaker, Ali Larijani.",65,True
Poland Revives Effort to Extradite Roman Polanski.,50,False
Fear of ‘Catastrophe Unfolding’ Amid Fighting in Falluja.,57,False
"Tested by Russia, NATO Struggles to Stay Credible.",50,False
Zimbabwean Pushed From Mugabe’s Inner Circle Now Challenges It.,63,False
E.U. Chides Poland for Failing to Uphold Rule of Law.,53,False
"Reviled by Many Russians, Mikhail Gorbachev Still Has Lots to Say.",66,False
Bob Kerrey’s War Record Fuels Debate in Vietnam on His Role at New University.,78,False
"Riding Out Storms, and Loneliness, in the Ocean Search for Flight 370.",70,False
"U.N. Plans No Imminent Airdrops of Aid in Syria, Despite Expired Deadline.",74,False
"In Paris, the Seine Rises to Highest Level Since 1982.",54,False
U.S. Sanctions Expected to Hit Small Banks’ Business With North Korea.,70,False
"When West Africans Dress, the Fabric Is the Message.",52,False
"Crowds Are Out, Crates Are In as Louvre Takes Flood Precautions.",64,False
Why the Seine River Is Bursting Its Banks in Paris.,51,False
"Iraqi Army Seen as Ill Equipped to Retake Mosul From ISIS, Despite U.S. Aid.",76,False
A Carnival of Life Flourishes in Kabul’s Field of the Dead.,59,False
Aging Japanese Women Find a Resigned Solace in South Korea.,59,False
Report Accuses Mexico of Crimes Against Humanity in Drug War.,61,False
Ukraine Struggles to Shake Off Legacy of Corruption.,52,False
Iraqis Who Flee Fighting in Falluja Find Hardship and Hunger.,61,False
Kenya’s Collective ‘Uh-Oh’: Another Election Is Coming.,55,False
"An Island Tethered to Taiwan, but Leaning Toward China.",55,False
Defiant Bashar al-Assad Vows to Retake ‘Every Inch’ of Syria.,61,False
Jordan Bars News Media Coverage of Shooting at Intelligence Office.,67,False
U.N. Accuses Eritrea’s Leaders of Crimes Against Humanity.,58,False
Bangladesh Says It Now Knows Who’s Killing the Bloggers.,56,False
"Palestinian Gunmen Open Fire in Tel Aviv, Leaving Four Dead.",60,False
"Drug That Killed Prince Is Making Mexican Cartels Richer, U.S. Says.",68,False
Japan Summons Chinese Envoy After Naval Ship Nears Disputed Islands.,68,False
Israelis Find Rare Moment of Solidarity in Aftermath of Tel Aviv Shootings.,75,False
United Nations Chief Exposes Limits to His Authority by Citing Saudi Threat.,76,False
Questions About Suspect’s Identity Circle Human Trafficking Case.,65,False
Ex-Vice President of Maldives Convicted of Trying to Kill President.,68,False
"Period. Full Stop. Point. Whatever It’s Called, It’s Going Out of Style.",72,False
Replica of Noah’s Ark Is Damaged in Oslo Harbor Collision.,58,False
"At the Birthplace of a Graft Scandal, Brazil’s Crisis Is on Full Display.",73,False
Vigilantes Patrol Parts of Europe Where Few Migrants Set Foot.,62,False
"While Young Britons Favor Staying in E.U., They Aren’t Big on Voting.",69,False
"China Tries to Redistribute Education to the Poor, Igniting Class Conflict.",75,False
Ukraine Shields Gay Rights Parade From Repeat of Violence.,58,False
The Colombian Hit Man Who Became a YouTube Star.,48,False
Canadian Neighborhood Rots in the Shadow of an Unborn Bridge to Detroit.,72,False
"Haze Returns to Mexico City, Where Not Driving Is Hardly an Option.",67,False
"Search Is On for King Henry I, Who May Be Buried Under a Parking Lot.",69,False
Reports Tell of a Trail of Migrant Deaths Across Deserts and Seas.,66,False
"Philippines Confirms Killing of Robert Hall, Canadian Hostage, by Abu Sayyaf.",77,False
Killing Twice for ISIS and Saying So Live on Facebook.,54,False
Dispute Over Area’s Status Heightens Suffering in South Sudan.,62,False
"Sadiq Khan, New London Mayor, Bans Ads Promoting Unhealthy Body Image.",70,False
