headline,print_page
G.O.P. Hopefuls Now Aiming to Woo the Middle Class.,True
Obama Finds a Bolder Voice on Race Issues.,True
Gunman in Texas Shooting Was F.B.I. Suspect in Jihad Inquiry.,True
Police Rethink Long Tradition on Using Force.,True
Rural Indiana Struggles to Contend With H.I.V. Outbreak.,True
"Hillary Clinton’s Appeal Survives Scrutiny, Poll Says.",True
Lynch Visits Baltimore in First Official Trip as Attorney General.,False
Police Struggle With Loss of Privileged Position.,True
Shooting Clouds Life as Both Muslim and Texan.,True
"Hillary Clinton Embraces a ‘Super PAC,’ Trying to Erode a Republican Edge.",True
Elton Simpson Eluded U.S. Inquiry Before Texas Shootout.,True
"Marco Rubio’s Immigrant Story, and an Aging Party in Search of a Spark.",True
"Guy Carawan Dies at 87; Taught a Generation to Overcome, in Song.",True
"Baltimore Case Is Full of Conflicts, Lawyers for Officers Contend.",False
Missouri Lawmakers Limit Revenue From Traffic Fines in St. Louis Area.,False
"Billionaire Lifts Marco Rubio, Politically and Personally.",True
Campus Debates on Israel Drive a Wedge Between Jews and Minorities.,True
Friendships Arising From Boston Marathon Horror Offer Solace.,False
"Running From Police Is the Norm, Some in Baltimore Say.",False
@_FloridaMan Beguiles With the Hapless and Harebrained.,True
Tony Rodham’s Ties Invite Scrutiny for Hillary and Bill Clinton.,True
U.S. Will Allow Drilling for Oil in Arctic Ocean.,True
2 Police Lives Lost Are the Focus in Mississippi.,True
Push to End Prison Rapes Loses Earlier Momentum.,True
Amtrak Train Derailed Going 106 M.P.H. on Sharp Curve; at Least 7 Killed.,True
"Amtrak Passengers Recall ‘A Crazy Shake,’ Then Metal Tearing, and Chaos.",True
Brother’s Past Proves Tricky for Jeb Bush.,True
George Stephanopoulos’s Gifts to Clinton Foundation Reinforce G.O.P. Doubts.,True
Amtrak Says Shortfalls and Rules Delayed Its Safety System.,True
"From Senate Sideline, Elizabeth Warren Is Face of Attack on Trade Bill.",True
Dzhokhar Tsarnaev Given Death Penalty in Boston Marathon Bombing.,True
Racist Police Emails Put Florida Cases in Doubt.,False
Amtrak Train Possibly Hit Before Wreck.,True
Washington Governor Declares Drought Emergency.,False
Farmers Flying Drones May Soon Be Given Clearance.,False
"Death Sentence for Boston Bomber, Dzhokhar Tsarnaev, Unsettles City He Tore Apart.",True
Rock Hurling Is Old Nemesis of Train Crews.,True
The Same-Sex Couple Who Got a Marriage License in 1971.,True
"Brown’s Arid California, Thanks Partly to His Father.",True
The Right Baits the Left to Turn Against Hillary Clinton.,True
9 Are Killed in Biker Gang Shootout in Waco.,False
Conservative Support Aids Bid in Nebraska to Ban Death Penalty.,False
‘Campaigns’ Aren’t Necessarily Campaigns in the Age of ‘Super PACs’.,True
"Revisiting a World War II Internment Camp, as Others Try to Keep Its Story From Fading.",False
"170 Bikers Charged in Waco, in a Rivalry Rooted in the 1960s.",True
Critics Hear E.P.A.’s Voice in ‘Public Comments’.,True
Los Angeles Lifts Its Minimum Wage to $15 Per Hour.,True
"In Kentucky, Republican Primary Yields Disarray.",True
"Puffy, Feathered Sticking Point of a $612 Billion House Bill.",True
Boy Scouts’ President Calls for End to Ban on Gay Leaders.,True
Rove’s Crossroads PAC Is No Longer G.O.P.’s ‘Big Dog’   .,True
A Hillary Clinton Match-Up With Marco Rubio Is a Scary Thought for Democrats.,True
"Obama Stresses Support for Israel, but Refuses to ‘Paper Over’ Discord.",True
More Than One Attacker Is Suspected in Killings of 4 in Washington.,False
Farmers Agree to Water Cuts in California.,True
Gentrification Spreads an Upheaval in San Francisco’s Mission District.,False
Rising Dissent and Lawsuits Pushed Scouts to Change.,False
Cleveland Police Officer Acquitted of Manslaughter in 2012 Deaths.,True
N.S.A. and Other Matters Leave McConnell’s Senate in Disarray.,True
Republican Rivals Skirt Specifics on Plans to Fight ISIS.,True
Mower Meets Moonshine at a Museum for Country Star George Jones.,True
"Cleveland Streets Are Calm, but Anger Lingers Day After Officer’s Acquittal.",False
"On a Trip Through Time in Montana, a Name Demands Notice.",False
"Carly Fiorina Talks, Iowa Swoons, and Polls Shrug.",True
One Man’s Millions Turn a Community in Florida Around.,False
Pensions and Politics Fuel Crisis in Illinois.,False
At Least 5 Are Killed and 12 Are Missing as Storms Ravage Texas and Oklahoma.,False
Cleveland Reaches Settlement With Justice Department Over Police Conduct.,True
"Four Words That Imperil Health Care Law Were All a Mistake, Writers Now Say.",True
Police in Cleveland Accept Tough Standards on Force.,True
A Drive for Swing State Votes Has Colorado’s Latinos Listening.,True
Supreme Court Agrees to Settle Meaning of ‘One Person One Vote’.,True
"Nebraska Bans Death Penalty, Defying a Veto.",True
Arrest Underscores China’s Role in the Making and Spread of a Lethal Drug.,False
Bernie Sanders’s Message Resonates With a Certain Age Group: His Own.,True
"Texas Storm Victims Start Cleaning Up, Even as Rain Still Falls.",False
Colorado Killer James Holmes’s Notes: Detailed Plans vs. ‘a Whole Lot of Crazy’.,True
U.S. Accuses Ex-House Speaker J. Dennis Hastert of Paying to Hide ‘Misconduct’.,True
North Carolina Governor Vows to Veto a Bill Seen as Targeting Gay Marriage.,False
"An Award for Bill Clinton Came With $500,000 for His Foundation.",True
Hastert Case Is Said to Be Linked to Decades-Old Sexual Abuse.,True
"B.B. King Returns to a Mississippi Home, and Its Warm Embrace.",False
"To Fill Budget Hole, Kansas G.O.P. Considers the Unthinkable: Raising Taxes .",False
Families Press for Changes in Policy on Hostages.,False
"For Some in Chicago, Spike Lee’s ‘Chiraq’ Has a Title That Rankles.",False
Key Parts of Patriot Act Expire Temporarily as Senate Moves Toward Limits on Spying.,True
Federal Investigators Fault Medicare’s Reliance on Doctors for Pay Standards .,False
Use of Tasers Is Scrutinized After Walter Scott Shooting.,True
"A Gap in Surveillance, but Ways Around It.",True
"Justices Get Out More, but Calendars Aren’t Open to Just Anyone.",False
Lindsey Graham Enters White House Race With Emphasis on National Security.,False
"Illinois Legislative Session Ends, but Battles Over Deficit and Taxes Are Only Beginning.",False
"Supreme Court Overturns Conviction in Online Threats Case, Citing Intent.",False
Muslim Woman Denied Job Over Head Scarf Wins in Supreme Court.,False
Jeb Bush Faces Challenge in Winning Over Brother’s Team.,True
Drought Is Bearing Fruit for Washington Wineries.,True
Masters of Taxidermy Seek to Replicate More Than an Animal’s Appearance.,False
Missouri Reports Wide Racial Disparity in Traffic Stops.,False
"In Debate Over Patriot Act, Lawmakers Weigh Risks vs. Liberty.",True
U.S. Surveillance in Place Since 9/11 Is Sharply Limited.,True
Democrats Wage a National Fight Over Voter Rules.,True
"Hunting for Hackers, N.S.A. Secretly Expands Internet Spying at U.S. Border.",True
Hacking Linked to China Exposes Millions of U.S. Workers.,True
"Unions Subdued, Scott Walker Turns to Tenure at Wisconsin Colleges.",True
Woman Says Dennis Hastert Abused Her Brother in High School.,False
U.S. Was Warned of System Open to Cyberattacks.,True
Catholic Archdiocese in Minnesota Charged Over Sex Abuse by Priest.,False
"A Race to Alaska: No Motors, but No Limits on Imagination.",False
Dennis Hastert Rushed to Make Money as Payouts Grew.,True
"Hillary Clinton Traces Friendly Path, Troubling Party.",True
States Confront Wide Budget Gaps Even After Years of Recovery.,True
"Behind Scott Walker, a Longstanding Conservative Alliance Against Unions.",True
Evangelicals Open Door to Debate on Gay Rights.,True
Supreme Court Backs White House on Jerusalem Passport Dispute.,True
Cleveland Leaders Bypass Prosecutors to Seek Charge in Tamir Rice Case.,True
Marco Rubio’s Career Bedeviled by Financial Struggles.,True
Court Upholds Texas Limits on Abortions.,True
"When Bail Is Out of Defendant’s Reach, Other Costs Mount.",True
Library of Congress Chief Retires Under Fire.,True
"Michelle Obama Talks About Race and Success, and Makes It Personal.",True
Mervin Field Dies at 94; Took Pulse of California as Pollster.,False
"House Rejects Trade Measure, Rebuffing Obama’s Dramatic Appeal.",True
Hillary Clinton Embraces Her Mother’s Emotional Tale.,True
"West Baltimore’s Police Presence Drops, and Murders Soar.",True
"Washington Dysfunction, With a Twist: Democrats Desert Their President.",False
California Cuts Farmers’ Share of Scant Water.,True
Chicago Court Gives Woman Frozen Embryos Despite Ex-Boyfriend’s Objections.,False
Indianapolis Rallies Around Its Gay Citizens After a Law Sets Off a Flood of Support.,False
Gridlock Over Deficit Is Broken in Kansas.,False
"Jane Hart, Activist and Nearly an Astronaut, Dies at 93.",False
Jeb Bush Works to Recover From a Shaky Start.,True
Hope and Despair as Families Languish in Texas Immigration Centers.,True
"California’s Water Czar, Part Empathetic Confessor and Part Friendly Scold.",False
"Losing Custody of Son Appeared to Set Off Troubled Dallas Gunman, Family Says .",False
"Blackhawks Fans Show That Chicago Can Love a Winner, Too.",False
"Jeb Bush Announces White House Bid, Saying ‘America Deserves Better’.",True
Boston Muslims Struggle to Wrest Image of Islam From Terrorists.,True
A Thirsty Colorado Is Battling Over Who Owns Raindrops.,True
"Rachel Dolezal, in Center of Storm, Is Defiant: ‘I Identify as Black’.",True
"As Stress Drives Off Drone Operators, Air Force Must Cut Flights.",True
G.O.P. Is Wary About Winning on Health Law.,True
"Industry’s Growth Leads to Leftover Embryos, and Painful Choices.",True
Church Massacre Suspect Held as Charleston Grieves.,True
"Dylann Roof, Suspect in Charleston Shooting, Flew the Flags of White Power.",True
Killings Add Painful Page to Storied History of Charleston Church.,True
"In Charleston, Raw Emotion at Hearing for Suspect in Church Shooting.",True
"Door Opens Slightly to Cuba, but Businesses Face Difficulty Getting In.",False
"‘Ridin’ With Biden’ in 2016, but So Far the Vice President’s Not Aboard.",False
Testimony in James Holmes Trial of Gunfire and Loss.,False
Iowa Court Ruling Says Doctors Can Prescribe Abortion Drugs by Video.,False
"In First Batch of Released Cheney Papers, a Peek at a Polarizing Figure.",False
"Marijuana Is in the Air and on It, Too.",False
"Outrage vs. Tradition, Wrapped in a High-Flying Flag of Dixie .",True
Black Church Is Target Again for Deadly Strike at the Heart.,True
Dylann Roof Photos and a Manifesto Are Posted on Website.,True
"A Hectic Day at Charleston Church, and Then a Hellish Visitor.",True
Attack Gave Chinese Hackers Privileged Access to U.S. Systems .,True
Defiant Show of Unity in Charleston Church That Lost 9 to Racist Violence.,True
Republicans Tread Carefully in Criticism of Confederate Flag.,True
Justice Anthony Kennedy’s Tolerance Is Seen in His Sacramento Roots.,True
States Take Few Steps to Fill Gap if Supreme Court Blocks Health Subsidies.,False
"Making a Point, Obama Invokes a Painful Slur.",True
"Nikki Haley, South Carolina Governor, Calls for Removal of Confederate Battle Flag.",True
"Council of Conservative Citizens Promotes White Primacy, and G.O.P. Ties.",True
Calls to Drop Confederate Emblems Spread Nationwide.,True
"Scott Walker, Set for a Bigger Stage, Faces G.O.P. Revolt in Wisconsin.",True
Charleston Residents Seek Lasting Change From Moment of Unity.,True
Homegrown Extremists Tied to Deadlier Toll Than Jihadists in U.S. Since 9/11.,True
"Breaking Silence, Dzhokhar Tsarnaev Apologizes for Boston Marathon Bombing.",True
Charleston Families Hope Words Endure Past Shooting.,True
"Insurance Subsidies Remain, but So Do Health Law Questions.",True
Supreme Court Allows Nationwide Health Care Subsidies.,True
"Clementa Pinckney, Called to Pulpit and Politics in a Life Cut Short.",True
9 Killed When Plane Carrying Cruise Passengers Crashes in Alaska.,False
Supreme Court Ruling Makes Same-Sex Marriage a Right Nationwide.,True
President Obama Eulogizes Charleston Pastor as One Who Understood Grace.,True
"After Arrests, Quandary for Police on Posting Booking Photos.",False
"Historic Day for Gays, but Twinge of Loss for an Outsider Culture.",True
Next Fight for Gay Rights: Bias in Jobs and Housing.,True
"Straddling Old and New, a South Where ‘a Flag Is Not Worth a Job’ .",True
"As Left Wins Culture Battles, G.O.P. Gains Opportunity to Pivot for 2016.",True
"Marva Collins, Educator Who Aimed High for Poor, Black Students, Dies at 78.",False
"As Charleston Church Mourns, Biden Adds His Prayers.",False
"5 Days That Left a Confederate Flag Wavering, and Likely to Fall.",True
Combative Maine Governor Becomes a Party of One.,False
"With Same-Sex Decision, Evangelical Churches Address New Reality .",True
State Marijuana Laws Complicate Federal Job Recruitment.,True
Supreme Court Allows Use of Execution Drug  .,True
Supreme Court to Weigh Race in College Admissions.,True
Hillary Clinton Faces a More Liberal Democratic Fund-Raising Landscape.,True
"Right Divided, a Disciplined Left Steered the Supreme Court.",True
Emails Show Hillary Clinton Trying to Find Her Place.,True
Scott Walker’s Hard Right Turn in Iowa May Hurt Him Elsewhere.,True
"2 Nuns, a Developer and Katy Perry Walk Into a Real Estate Deal.",True
Bernie Sanders’s Revolutionary Roots Were Nurtured in ’60s Vermont.,True
"Assignment America: Sandpoint, Idaho.",True
Health Insurance Companies Seek Big Rate Increases for 2016.,True
Despair and Anger as Puerto Ricans Cope With Debt Crisis.,True
Obama Plans Broader Use of Clemency to Free Nonviolent Drug Offenders.,True
"Facing a Selfie Election, Presidential Hopefuls Grin and Bear It.",True
"National Cathedral’s Repair Work: Finials, Finance and Faith.",False
"Boyd K. Packer, Advocate of Conservative Mormonism, Dies at 90.",False
Officers’ Deaths Revive Concerns Over Dangers of Spike Strips.,False
Teenager’s Jailing Brings a Call to Fix Sex Offender Registries.,True
White Supremacists Extend Their Reach Through Websites.,True
"Even as Museum Piece, Confederate Flag Is in Dispute.",True
Hillary Clinton’s Team Is Wary as Bernie Sanders Finds Footing in Iowa.,True
‘Complicated’ Support for Confederate Flag in White South.,False
The Prosecutor Who Says Louisiana Should ‘Kill More People’.,True
"‘Super PACs’ Take On New Role, Organizing Voters.",True
"States Weigh Gay Marriage, Rights and Cake.",False
San Francisco Murder Case Exposes Lapses in Immigration Enforcement.,False
Oratory on Confederate Flag in South Carolina Legislature Shows Deep Divisions.,True
Obama Unveils Stricter Rules Against Segregation in Housing.,True
Baltimore Fires Police Chief in Wake of Unrest and Crime Surge.,True
Can’t Fire Him: Republican Party Frets Over What to Do With Donald Trump.,True
Republicans Yield as Confederate Flag Issue Roils Congress.,True
Hacking of Government Computers Exposed 21.5 Million People.,True
"Bonard Fowler, Alabama Officer in Shooting That Led to Selma March, Dies at 81.",False
Era Ends as South Carolina Lowers Confederate Flag.,False
Jeb Bush Draws on Family Dynasty for Fund-Raising Efforts.,True
"Background Check Flaw Let Dylann Roof Buy Gun, F.B.I. Says.",True
"Outside Psychologists Shielded U.S. Torture Program, Report Finds.",True
Sheriff in San Francisco Faults Federal Authorities After Killing.,False
Obama Plan for Immigration Action Gets a Cold Reception at Appeals Court.,False
Modern Doctors’ House Calls: Skype Chat and Fast Diagnosis.,True
Voting Rights Legacy of the ’60s Heads to Court as North Carolina Law Is Tested.,True
"Scott Walker, Viewed as ‘Authentic,’ Aims for ‘Smart’ in the 2016 Race.",True
"Grieving Joe Biden Focuses on the Job He Has Now, Not the Next One.",True
Marine Commander’s Firing Stirs Debate on Integration of Women in Corps.,False
"Courts Support Obama’s Contraceptive Policy, but Challenges Remain.",False
"Scott Walker Enters 2016 Presidential Race, Pledging Conservative Agenda.",True
"D’Army Bailey, 73, Activist Who Founded Museum Where Dr. King Was Shot, Dies .",False
"As Jade Helm 15 Military Exercise Begins, Texans Keep Watch ‘Just in Case’.",True
Hillary Clinton Lags in Engaging Grass-Roots Donors.,True
"Obama, in Oklahoma, Takes Reform Message to the Prison Cell Block.",True
Gunman Kills 4 Marines at Military Site in Chattanooga.,True
Guilty Verdict for James Holmes in Aurora Attack.,True
Inquiry Focusing on Chattanooga Gunman’s Trip to Jordan in 2014.,True
"As Chattanooga Death Toll Rises, Mourning Deaths on Home Soil.",True
N.S.A. Summer Camp: More Hacking Than Hiking.,False
Republicans Setting Sights on Same-Sex Marriage Law.,False
"Residents Sue Seattle, Saying New Trash Rules Violate Privacy.",False
"Yoichiro Nambu, Nobel-Winning Physicist, Dies at 94.",False
Federal Inquiry Scrutinizes Chattanooga Gunman’s Travel and Texts.,True
Family Troubles Before Killings in Chattanooga.,True
"Donald Trump Says John McCain Is No War Hero, Setting Off Another Storm.",True
"Hillary Clinton Draws Scrappy Determination From a Tough, Combative Father.",True
"Claudia Alexander, NASA Manager Who Led Jupiter Mission, Dies at 56.",False
"For G.O.P., Pope Francis’ Visit to Congress Comes With Tensions.",True
"In Chattanooga, a Young Man in a Downward Spiral.",True
Obama’s Plan for Guantánamo Is Seen Faltering.,True
Titans Clash as Donald Trump’s Run Fuels His Feud With Rupert Murdoch.,True
"With Planned Parenthood Videos, Activist Ignites Abortion Issue.",True
"Patricia Crone, Questioning Scholar of Islamic History, Dies at 70.",False
Dispute Over Sandra Bland’s Mental State Follows Death in a Texas Jail.,True
"Autopsy of Sandra Bland Finds Injuries Consistent With Suicide, Prosecutor Says.",True
Poll Finds Most in U.S. Hold Dim View of Race Relations.,True
Inquiry Sought in Hillary Clinton’s Use of Email.,True
Lafayette Shooting Adds Another Angry Face in the Gunmen’s Gallery.,True
Hillary Clinton Emails Said to Contain Classified Data.,True
Boy Scouts Are Poised to End Ban on Gay Leaders.,False
Texas County’s Racial Past Is Seen as Prelude to Sandra Bland’s Death.,True
Bobby Jindal Calls for States to Follow Louisiana’s Example in Toughening Gun Laws.,False
"Republicans Alter Script on Abortion, Seeking to Shift Debate.",True
Hillary Clinton Lays Out Climate Change Plan.,True
Problems Plague System to Check Gun Buyers.,True
Gay and Transgender Catholics Urge Pope Francis to Take a Stand.,False
Bipartisan Push Builds to Relax Sentencing Laws.,True
Top Mormons Could Meet Soon About Leaving Scouts.,False
Aurora Killer’s Parents Plead to Spare His Life.,False
"Under Oath, Donald Trump Shows His Raw Side.",True
"Many in Boston Feel Relief as Olympic Bid Ends, but Others See a Stagnant City.",False
 Los Angeles Council Passes Ban on High-Capacity Firearm Magazines.,False
"Chris Christie’s Personality Is Selling Point, but New Hampshire May Not Be Buying.",True
University of Cincinnati Officer Indicted in Shooting Death of Samuel Dubose.,True
"Hunt for California Girl Leads to a Body, and a Neighbor, 15.",True
U.S. Psychologists Urged to Curb Questioning Terror Suspects.,True
Glare of Video Is Shifting Public’s View of Police.,True
Koch Brothers Brave Spotlight to Try to Alter Their Image.,True
"Hillary Clinton Hits Jeb Bush First, and Hard, in Speech on Race.",True
Samuel DuBose’s Death in Cincinnati Points to Off-Campus Power of College Police.,True
Small Pool of Rich Donors Dominates Election Giving.,True
Joe Biden Said to Be Taking New Look at Presidential Run.,True
Dry Days Bring Ferocious Start to Fire Season.,True
"Training Officers to Shoot First, and He Will Answer Questions Later.",True
Puerto Ricans Brace for Crisis in Health Care.,True
"John Gibbons, 86, Clinton Science Aide, Dies; Pushed Cooperation in Space.",False
Donald Trump Attacks as Republican Rivals Court Donors at Koch Retreat.,False
"Probation May Sound Light, but Punishments Can Land Hard.",True
"A Maryland Town Fires Its Black Police Chief, Exposing a Racial Rift .",False
Move to Fight Obama’s Climate Plan Started Early.,True
Sandra Bland’s Mother Files Wrongful-Death Lawsuit.,False
A Taste of Basque Paella Amid Idaho’s Potatoes.,False
Oklahoma Acts to Limit Earthquake Risk at Oil and Gas Wells.,False
330 to Share $21 Million in Abuse Settlement With Milwaukee Archdiocese.,False
Friends of Joe Biden Worry a Run for President Could Bruise His Legacy.,True
"A Year Later, Ferguson Sees Change, but Asks if It’s Real.",True
Donald Trump and the G.O.P. Debate: Policy Is Not His Point.,True
Texas ID Law Called Breach of Voting Rights Act.,True
Rivals Jab at Donald Trump as Republican Debate Becomes Testy.,True
"Donald Trump Steals the Show, Mixing Politics and Pizazz.",True
"Most Railroads Won’t Meet Deadline for Safety Controls, Report Says.",False
Army Ranger School a Test for Women in Combat Roles.,False
"Life Sentence for James Holmes, Aurora Theater Gunman.",True
Guantánamo Hunger Striker’s Petition Divides Officials .,False
"Peace Activists Descend on Los Alamos, but Residents Remain Indifferent.",False
Fear That Debate Could Hurt G.O.P. in Women’s Eyes.,True
Hand-Wringing in G.O.P. After Donald Trump’s Remarks on Megyn Kelly.,True
"A Year After Ferguson, Housing Segregation Defies Tools to Erase It.",True
Hillary Clinton Emails Take Long Path to Controversy.,True
"Similarities Aside, Bernie Sanders Isn’t Rerunning Howard Dean’s 2004 Race.",True
Teacher Shortages Spur a Nationwide Hiring Scramble (Credentials Optional).,True
Shots Are Fired as Anniversary Is Marked in Ferguson.,False
Donald Trump Remains Defiant on News Programs Amid G.O.P. Backlash.,False
"Tyler Drumheller, Ex-C.I.A. Official Who Disputed Bush, Dies at 63.",False
"Carolyn Kaelin, Breast Cancer Surgeon, Patient Advocate and Patient, Dies at 54.",False
Hillary Clinton to Offer Plan on Paying College Tuition Without Needing Loans.,False
Emergency Declared in Ferguson After Shooting  .,True
"Watts, 50 Years On, Stands in Contrast to Today’s Conflicts.",True
Authorities Say Video Shows Teenager in Ferguson Had Gun.,False
Rural Wisconsin Community Laments Nuclear Power Plant’s Closure.,False
Data on Use of Force by Police Across U.S. Proves Almost Useless.,False
"Arlington, Tex., Officer Is Fired in Fatal Shooting of Christian Taylor.",True
Newlyweds Are Accused of Planning to Join ISIS.,False
E.P.A. Treating Toxic Water From Abandoned Colorado Mine After Accident.,False
Jeb Bush Blames Hillary Clinton and Obama for Iraq’s Decline.,True
Mississippi Ban on Adoptions by Same-Sex Couples Is Challenged.,False
Facial Recognition Software Moves From Overseas Wars to Local Police.,True
Carly Fiorina Emerges as a G.O.P. Weapon Against ‘War on Women’ Charge.,True
"Texas Officer Who Killed Unarmed Man Made Mistakes, Police Experts Say.",False
"After Colorado Waste Spill, E.P.A. Halts Field Investigations.",False
Donors Descend on Schumer and Others in Debate on Iran.,True
California: Grand Juries Are Barred From Deciding Cases Involving Police .,False
John Kasich’s Appeal to Moderates Gains Traction in New Hampshire.,True
"With $350 Billion Plan, Hillary Clinton Prods Rivals on Student Debt.",True
"Before Texas Killing, Officer Took Unusual Path to Police Work.",True
"With Clemency From Obama, Drug Offender Embraces Second Chance.",True
"Young Mississippi Couple Linked to ISIS, Perplexing All.",True
U.S. Is Poised to Oppose Freeing Guantánamo Hunger Striker.,False
"Edward Thomas, Policing Pioneer Who Wore a Burden Stoically, Dies at 95.",True
G.O.P. Is Vague on Using Power Abroad.,True
Locked in Solitary at 14: Adult Jails Isolate Youths Despite Risk.,True
AT&T Helped U.S. Spy on Internet on a Vast Scale.,True
‘Key & Peele’ Ends While Nation Could Still Use a Laugh.,True
"Julian Bond, Charismatic Civil Rights Leader, Dies at 75.",True
Exclusion of Blacks From Juries Raises Renewed Scrutiny.,True
"With High-Profile Help, Obama Plots Life After Presidency.",True
Collision of 2 Small Planes Near a San Diego Airport Kills 4.,False
"Facing Money Gap, Hillary Clinton Slowly Warms to ‘Super PAC’ Gifts.",True
Donald Trump Paints Republicans Into Corner With Hispanics.,True
"Losing Water, California Tries to Stay Atop Economic Wave.",True
"Hillary Clinton, Pressed on Race, Issues Her Own Challenge.",True
"In Girl’s Account, Rite at St. Paul’s Boarding School Turned Into Rape.",True
"Louis Stokes, Congressman From Ohio and Champion of the Poor, Dies at 90.",False
Justice Dept. Presses Civil Rights Agenda in Local Courts.,True
Ailing Jimmy Carter ‘at Ease With Whatever Comes’.,True
"2 Graduating Rangers, Aware of Their Burden.",True
"George Houser, Freedom Rides Pioneer and a Founder of CORE, Dies at 99.",False
"Frederick Payne, Decorated Fighter Ace in the Pacific, Dies at 104.",False
Bernie Sanders Draws Big Crowds to His ‘Political Revolution’.,True
Joe Biden’s Role in ’90s Crime Law Could Haunt Any Presidential Bid.,False
"As Another Club Closes, Sunset Strip’s Evolution Continues.",True
Mistrial for Charlotte Police Officer in Death of Unarmed Black Man.,False
Black Man Shot by Police in St. Louis Died From Bullet to Back.,False
Hillary Clinton’s Woes Pushing Joe Biden to Reach Out to Those Who Could Back a Campaign.,True
Florida Legislators Fail to Agree on Congressional Districts.,False
Three Killed in Washington Wildfire Are Mourned.,False
Why Donald Trump Won’t Fold: Polls and People Speak.,True
Ohio Bill Would Ban Abortion if Down Syndrome Is Reason.,True
From Whitewater to Email: the Clintons’ Dogged Lawyer.,True
Obama’s Quiet Vacation Will Yield to a Noisy September.,False
Rhode Island Church Taking Unusual Step to Illuminate Its Slavery Role.,False
Selfies in Voting Booths Raise Legal Questions on Speech and Secrecy.,False
John Kasich Balances His Blue-Collar Roots and Ties to Wall Street.,True
Ferguson Announces an Amnesty on Warrants.,False
Loved Ones Recount Their Pain at Hearing for Aurora Gunman.,False
Puerto Ricans Seeking New Lives Put Stamp on Central Florida.,True
Waukesha Plan for Lake Michigan Water Raises Worries.,False
White House Is Pressed to Help Widen Access to Hepatitis C Drugs via Medicaid.,False
Test for Donald Trump: Turning Crowds Into Real Voters.,True
Maryland Restricts Racial Profiling in New Guidelines for Law Enforcement.,False
Donald Trump Gets Earful in Spanish as Latino Outlets Air Disdain.,True
Ex-Broadcaster Kills 2 on Air in Virginia Shooting; Takes Own Life.,True
"St. Paul’s Student Takes the Stand, Denying Rape.",False
Mormon Church Will Keep Ties With Boy Scouts Despite Objecting to Gay Leaders.,False
San Francisco Firefighters Become Unintended Safety Net for the Homeless.,False
Hillary Clinton’s Handling of Email Issue Frustrates Democratic Leaders.,True
"Obama, in New Orleans, Praises Results of Federal Intervention.",False
Virginia Shooting Spotlights Riddle of Workplace Safety.,True
California Beats Water Conservation Goal for 2nd Straight Month.,False
No Retrial for North Carolina Officer Who Killed Unarmed Man.,False
Mississippi’s Recovery After Katrina Holds Lessons for Policy Makers.,False
Owen Labrie of St. Paul’s School Is Found Not Guilty of Main Rape Charge.,False
"George W. Bush, Visiting New Orleans, Praises School Progress Since Katrina.",False
"Ruth Sivard, Economist Who Scrutinized Military Spending, Dies at 99.",False
"Once a Pariah, Now a Judge: The Early Transgender Journey of Phyllis Frye.",True
"Owned by Union, Amalgamated Bank Gives Lift to the Left.",True
"Obama’s Alaska Visit Puts Climate, Not Energy, in Forefront.",False
Food Trucks Divide a Missouri Town Looking for Sizzle.,False
Mount McKinley Will Again Be Called Denali.,False
Banking Ties Could Hurt Joe Biden in Race With Populist Overtone.,False
Texas Suspect in the Killing of a Deputy Had Jail Time.,False
"Burning Man’s Fashion Is Wild, but There Are Rules.",False
Iran Nuclear Deal Gains Momentum With Endorsements of Four House Democrats.,False
California Defends Its Review Process in Appeal to Preserve Death Penalty .,False
Murder Rates Rising Sharply in Many U.S. Cities.,True
"3,000 Miles From Denali, Ohio Fumes Over Renaming of Mount McKinley.",False
Video Suggests Suspect in San Antonio Shooting Had Hands Raised When Shot.,False
"Kentucky Clerk Denies Same-Sex Marriage Licenses, Defying Court.",True
"A Once-Sunny Jeb Bush, Bristling in the Long Shadow of Donald Trump.",True
Prison Officials Join Movement to Curb Solitary Confinement.,True
Clerk in Kentucky Chooses Jail Over Deal on Same-Sex Marriage.,True
Hillary Clinton Adviser Spends 7 Hours Before Benghazi Panel.,False
Iowans Question G.O.P. Talk on Illegal Immigration.,True
"At West Point, Annual Pillow Fight Becomes Weaponized.",True
Hillary Clinton Relying on Southern Primaries to Fend Off Rivals.,True
"Food Industry Enlisted Academics in G.M.O. Lobbying War, Emails Show.",True
"Pope Francis’ Visit to U.S. Is His First Ever, for Several Reasons .",True
"Ousted as Gay, Aging Veterans Are Battling Again for Honorable Discharges.",True
"Lynn Walker Huntley, Lawyer in Prominent Civil Rights Issues, Dies at 69.",False
"Jeb Bush, Family Ties and a Museum That Never Materialized.",True
Threat to Arizona’s Salt River Horses Spurs New Battle Over Western Lands.,False
Visiting 99 Counties in Iowa Doesn’t Get Candidates as Far as It Used to.,False
"Chosen by Mississippi Democrats, Shy Trucker Is at a Crossroad.",True
Apple and Other Tech Companies Tangle With U.S. Over Data Access.,True
"Hillary Clinton to Show More Humor and Heart, Aides Say.",True
Chicago’s Fiscal Problems Dog Rahm Emanuel’s 2nd Term as Mayor.,True
Jeb Bush Tax Plan Makes Forays Into Populism.,True
Justice Department Sets Sights on Wall Street Executives.,True
Fires in West Have Residents Gasping on the Soot Left Behind.,True
